,clat,clng,dist
227,36.63579553,127.3172723,52.5496174
228,36.63579356,127.3172821,52.60433235
229,36.63579169,127.3172915,52.69937956
230,36.63578993,127.3173004,52.84148879
231,36.63578825,127.3173087,53.03042952
232,36.63578666,127.3173167,53.25159007
233,36.63578514,127.3173242,53.52654225
234,36.63578371,127.3173314,53.81864145
235,36.63578235,127.3173382,54.14992063
236,36.63578005,127.3173497,54.0548761
237,36.63577801,127.3173599,54.0708721
238,36.63577618,127.3173691,54.18168359
239,36.63577454,127.3173773,54.39404012
240,36.63577307,127.3173846,54.6775659
241,36.63577159,127.317392,54.95367057
242,36.63577011,127.3173995,55.22212368
243,36.63576847,127.3174069,55.52182284
244,36.63576684,127.3174143,55.82215104
245,36.63576468,127.3174244,55.88524427
246,36.6357625,127.3174345,55.93367596
247,36.63575788,127.3174371,56.56736959
248,36.63575325,127.3174397,57.20299752
249,36.63574863,127.3174423,57.84049599
250,36.635744,127.317445,58.47235408
251,36.63573938,127.3174476,59.12086232
252,36.63573475,127.3174502,59.76361517
253,36.63573013,127.3174528,60.40800827
254,36.6357255,127.3174554,61.05398969
255,36.63572063,127.3174659,61.00678651
256,36.63571724,127.3174735,61.24818739
257,36.63571287,127.3174829,61.30274576
258,36.63570719,127.3174951,61.09681453
259,36.635703,127.3175012,60.65679377
260,36.63569839,127.3175082,60.12984163
261,36.63569329,127.3175162,59.51343605
262,36.63568764,127.3175253,58.7903864
263,36.63568576,127.3175325,59.04469631
264,36.63568389,127.3175398,59.29983956
265,36.63568201,127.3175471,59.5474946
266,36.63568013,127.3175543,59.80300059
267,36.63567822,127.3175617,60.04334556
268,36.63567499,127.3175734,59.8866368
269,36.63567254,127.3175826,59.95806514
270,36.63567066,127.3175898,60.21552976
271,36.63566792,127.3176,60.19912982
272,36.63566512,127.3176085,60.32414319
273,36.63566231,127.3176169,60.46500064
274,36.6356595,127.3176254,60.59171489
275,36.6356567,127.3176339,60.72677518
276,36.63565389,127.3176424,60.85534021
277,36.63565109,127.3176508,60.99207039
278,36.63564828,127.3176593,61.12210667
279,36.63564474,127.3176663,60.56781152
280,36.63564119,127.3176733,60.00861418
281,36.63563764,127.3176802,59.45978397
282,36.63563409,127.3176873,58.90640082
283,36.63563054,127.3176943,58.3560544
284,36.63562699,127.3177012,57.81629184
285,36.63562344,127.3177083,57.272269
286,36.63561989,127.3177152,56.73898494
287,36.63561693,127.3177237,56.88729032
288,36.63561398,127.3177322,57.03613786
289,36.63561102,127.3177407,57.17763718
290,36.63560807,127.3177491,57.32689665
291,36.63560511,127.3177576,57.46922974
292,36.63560216,127.3177661,57.61911105
293,36.63559921,127.3177746,57.76930276
294,36.63559625,127.3177831,57.91254283
295,36.6355933,127.3177915,58.0635467
296,36.63559035,127.3178,58.20717355
297,36.63558739,127.3178085,58.35877166
298,36.63558444,127.317817,58.50298514
299,36.63558149,127.3178254,58.66245669
300,36.63557853,127.3178339,58.80744759
301,36.63557558,127.3178424,58.96001859
302,36.63557262,127.3178509,59.10538447
303,36.63556967,127.3178594,59.25121903
304,36.63556671,127.3178678,59.40464344
305,36.63556376,127.3178764,59.55835088
306,36.6355608,127.3178848,59.71252103
307,36.63555785,127.3178933,59.85927526
308,36.63555489,127.3179017,60.01381365
309,36.63555194,127.3179102,60.16128563
310,36.63554898,127.3179187,60.31636586
311,36.63554604,127.3179272,60.47188834
312,36.63554308,127.3179356,60.62767513
313,36.63554013,127.3179441,60.77602782
314,36.63553717,127.3179527,60.92463912
315,36.63553422,127.3179611,61.0812051
316,36.63553126,127.3179696,61.2303287
317,36.63552831,127.317978,61.38724433
318,36.63552535,127.3179866,61.54457471
319,36.63552151,127.3179935,61.01947557
320,36.63551766,127.3180005,60.49275423
321,36.63551381,127.3180075,59.97979524
322,36.63550996,127.3180145,59.46537829
323,36.63550701,127.3180229,59.61768347
324,36.63550405,127.3180314,59.76297678
325,36.6355011,127.31804,59.90835507
326,36.63549814,127.3180484,60.06150831
327,36.6354952,127.3180569,60.20781338
328,36.63549224,127.3180653,60.36902436
329,36.63548929,127.3180739,60.51550358
330,36.63548633,127.3180823,60.66994218
331,36.63548338,127.3180908,60.81695814
332,36.63548042,127.3180992,60.97175562
333,36.63547747,127.3181078,61.12699598
334,36.63547451,127.3181162,61.28232715
335,36.63547156,127.3181247,61.43039784
336,36.63546929,127.3181318,61.7128268
337,36.63546739,127.318138,62.09273916
338,36.63546549,127.3181441,62.47268843
339,36.63546343,127.3181502,62.87763876
340,36.63546138,127.3181563,63.2750995
341,36.63545933,127.3181624,63.67276867
342,36.63545728,127.3181685,64.07030658
343,36.63545523,127.3181747,64.46805295
344,36.63545319,127.3181808,64.86566522
345,36.63545113,127.3181869,65.27083488
346,36.63544908,127.318193,65.6685171
347,36.63544703,127.3181991,66.06640788
348,36.63544498,127.3182052,66.4641592
349,36.63544293,127.3182114,66.8621192
350,36.63544087,127.3182175,67.25976117
351,36.63543882,127.3182236,67.66530292
352,36.63543677,127.3182297,68.06318363
353,36.63543472,127.3182357,68.46878699
354,36.63543268,127.3182419,68.86672887
355,36.63542987,127.3182465,68.57976188
356,36.63542708,127.3182511,68.29963714
357,36.63542429,127.3182557,68.02643921
358,36.63542149,127.3182604,67.76046795
359,36.63541974,127.3182665,68.11517945
360,36.63541799,127.3182726,68.47028054
361,36.63541623,127.3182787,68.83301695
362,36.63541448,127.3182848,69.1888853
363,36.63541273,127.318291,69.5451254
364,36.63541097,127.3182971,69.90193457
365,36.63540922,127.3183032,70.25889912
366,36.63540746,127.3183093,70.61601991
367,36.63540571,127.3183154,70.98117471
368,36.63540396,127.3183215,71.3391939
369,36.63540233,127.3183273,71.73040349
370,36.6354007,127.3183331,72.12172348
371,36.63539907,127.3183388,72.52102894
372,36.63539744,127.3183445,72.91294554
373,36.63539581,127.3183503,73.30515269
374,36.63539418,127.3183561,73.70515103
375,36.63539181,127.3183604,73.41462809
376,36.63538944,127.3183647,73.12730379
377,36.63538706,127.3183689,72.85087515
378,36.63538468,127.3183732,72.5704236
379,36.63538231,127.3183774,72.29347405
380,36.63537994,127.3183817,72.02028878
381,36.63537757,127.318386,71.75047112
382,36.63537519,127.3183902,71.49168899
383,36.63537326,127.318396,71.92484596
384,36.63537134,127.3184018,72.35801332
385,36.63536941,127.3184075,72.79119091
386,36.63536748,127.3184133,73.22414215
387,36.63536555,127.318419,73.66474787
388,36.63536362,127.3184248,74.10512498
389,36.6353617,127.3184305,74.53857697
390,36.63535977,127.3184363,74.97156372
391,36.63535784,127.3184421,75.404797
392,36.63535591,127.3184479,75.83780107
393,36.63535398,127.3184536,76.28586146
394,36.63535206,127.3184593,76.71911985
395,36.63535013,127.3184651,77.15238688
396,36.63534821,127.3184709,77.58542293
397,36.63534628,127.3184766,78.01870648
398,36.63534436,127.3184823,78.45939988
399,36.63534257,127.3184881,78.87516854
400,36.63534079,127.3184939,79.28336005
401,36.63533895,127.3184998,79.67513885
402,36.63533711,127.3185058,80.06722165
403,36.63533527,127.3185117,80.45913336
404,36.63533343,127.3185177,80.85111049
405,36.63533159,127.3185235,81.25821381
406,36.63532975,127.3185295,81.65032144
407,36.63532791,127.3185354,82.04249167
408,36.63532607,127.3185414,82.43495534
409,36.63532423,127.3185473,82.82724731
410,36.63532239,127.3185532,83.21959927
411,36.63532055,127.3185592,83.61966313
412,36.63531871,127.3185651,84.01213328
413,36.63531687,127.318571,84.41208737
414,36.63531503,127.3185769,84.80490024
415,36.63531229,127.3185814,84.56981706
416,36.63530956,127.3185859,84.34054678
417,36.63530757,127.3185918,84.7574182
418,36.63530558,127.3185977,85.17405218
419,36.63530359,127.3186037,85.5983294
420,36.6353016,127.3186096,86.01497282
421,36.63529961,127.3186155,86.43925887
422,36.63529763,127.3186214,86.85591146
423,36.63529564,127.3186274,87.27281256
424,36.63529365,127.3186333,87.68947451
425,36.63529166,127.3186393,88.11377788
426,36.63528967,127.3186452,88.53044849
427,36.63528768,127.3186512,88.94736816
428,36.63528569,127.3186571,89.36404761
429,36.6352837,127.318663,89.78836733
430,36.63528171,127.3186689,90.20505497
431,36.63527972,127.3186749,90.62199222
432,36.63527773,127.3186808,91.04607791
433,36.63527601,127.3186853,90.79344709
434,36.63527429,127.3186897,90.54491284
435,36.63527257,127.3186942,90.29999762
436,36.63527085,127.3186986,90.05925436
437,36.63526913,127.3187031,89.82218113
438,36.6352674,127.3187076,89.58907283
439,36.63526569,127.318712,89.3602484
440,36.63526396,127.3187165,89.13516893
441,36.63526299,127.3187224,89.51619657
442,36.63526201,127.3187284,89.8967861
443,36.63526103,127.3187343,90.2775237
444,36.63526006,127.3187402,90.65869689
445,36.63525908,127.3187462,91.03972392
446,36.63525811,127.3187521,91.42847352
447,36.63525713,127.3187581,91.80978563
448,36.63525616,127.3187641,92.18450804
449,36.63525518,127.3187701,92.5660915
450,36.6352542,127.318776,92.94781062
451,36.63525322,127.318782,93.33725204
452,36.63525224,127.3187879,93.71923911
453,36.63525127,127.3187938,94.10163637
454,36.63525029,127.3187998,94.48416066
455,36.63524931,127.3188057,94.86653307
456,36.63524834,127.3188117,95.24930785
457,36.63524632,127.3188161,95.07531361
458,36.6352443,127.3188206,94.90843468
459,36.63524228,127.318825,94.74755515
460,36.63524026,127.3188295,94.59327627
461,36.63523914,127.3188355,95.01173764
462,36.63523801,127.3188414,95.42235215
463,36.63523689,127.3188473,95.83328033
464,36.63523576,127.3188533,96.24421585
465,36.63523321,127.3188592,96.60430038
466,36.63523065,127.3188652,96.96440513
467,36.6352281,127.318871,97.33994904
468,36.63522611,127.3188768,97.73526561
469,36.63522413,127.3188826,98.13072902
470,36.63522213,127.3188884,98.5263375
471,36.63522014,127.3188941,98.9220893
472,36.63521816,127.3188999,99.31798271
473,36.63521617,127.3189057,99.72158535
474,36.63521419,127.3189115,100.1177587
475,36.6352122,127.3189172,100.5140686
476,36.63521021,127.318923,100.9108043
477,36.63520849,127.3189291,101.4516285
478,36.63520675,127.3189352,101.9860246
479,36.63520503,127.3189414,102.5291371
480,36.6352033,127.3189475,103.066055
481,36.63520158,127.3189536,103.6040603
482,36.63519985,127.3189598,104.143136
483,36.63519812,127.3189659,104.6832656
484,36.6351964,127.3189721,105.2317748
485,36.63519467,127.3189782,105.7739705
486,36.63519294,127.3189844,106.3169109
487,36.63519121,127.3189905,106.8611061
488,36.63518949,127.3189967,107.4136444
489,36.63518776,127.3190028,107.9597821
490,36.63518604,127.319009,108.5068659
491,36.63518431,127.319015,109.062267
492,36.63518258,127.3190212,109.6112064
493,36.63518086,127.3190273,110.1684467
494,36.63517912,127.3190335,110.7189466
495,36.6351774,127.3190396,111.2705661
496,36.63517567,127.3190457,111.8230499
497,36.63517395,127.3190519,112.3766174
498,36.63517222,127.319058,112.9382123
499,36.63517049,127.3190642,113.4932158
500,36.63516877,127.3190703,114.049034
501,36.63516704,127.3190765,114.6056549
502,36.63516531,127.3190826,115.1628472
503,36.63516358,127.3190888,115.728488
504,36.63516186,127.3190948,116.2949062
505,36.63516013,127.319101,116.8546348
506,36.63515841,127.3191071,117.4151097
507,36.63515668,127.3191133,117.9763205
508,36.63515495,127.3191194,118.5457246
509,36.63515323,127.3191256,119.1083797
510,36.63515149,127.3191317,119.6715385
511,36.63514977,127.3191378,120.2355956
512,36.63514804,127.319144,120.8078216
513,36.63514632,127.3191501,121.3732433
514,36.63514459,127.3191563,121.939331
515,36.63514287,127.3191624,122.5060757
516,36.63514114,127.3191686,123.0734683
517,36.63513941,127.3191746,123.656317
518,36.63513768,127.3191808,124.2249874
519,36.63513595,127.3191869,124.7942792
520,36.63513423,127.3191931,125.3641839
521,36.6351325,127.3191992,125.9348708
522,36.63513078,127.3192054,126.513492
523,36.63512905,127.3192115,127.0851872
524,36.63512732,127.3192177,127.6574628
525,36.63512559,127.3192238,128.2301416
526,36.63512386,127.3192299,128.8035568
527,36.63512214,127.3192361,129.3850615
528,36.63512041,127.3192422,129.9595871
529,36.63511869,127.3192484,130.5346555
530,36.63511696,127.3192545,131.1102595
531,36.63511524,127.3192606,131.6939346
532,36.63511317,127.3192694,132.0380005
533,36.6351111,127.3192782,132.3750349
534,36.63510903,127.319287,132.7125765
535,36.63510695,127.3192957,133.0580229
536,36.63510488,127.3193045,133.4041257
537,36.63510282,127.3193133,133.7431719
538,36.63510075,127.319322,134.090269
539,36.63509868,127.3193308,134.4302972
540,36.63509661,127.3193396,134.7708098
541,36.63509454,127.3193484,135.1269341
542,36.63509247,127.3193572,135.4684085
543,36.6350904,127.319366,135.8103563
544,36.63508834,127.3193747,136.1603456
545,36.63508627,127.3193835,136.5033641
546,36.6350842,127.3193923,136.8542866
547,36.63508213,127.319401,137.2056721
548,36.63508006,127.3194098,137.5499377
549,36.63507799,127.3194186,137.8946556
550,36.63507592,127.3194274,138.2398225
551,36.63507385,127.3194361,138.6004823
552,36.63507178,127.3194449,138.9465422
553,36.63506971,127.3194537,139.293041
554,36.63506764,127.3194625,139.6475653
555,36.63506557,127.3194713,139.9949338
556,36.6350635,127.3194801,140.3503246
557,36.63506143,127.3194888,140.7061445
558,36.63505937,127.3194976,141.054794
559,36.6350573,127.3195064,141.403863
560,36.63505523,127.3195151,141.7685474
561,36.63505316,127.3195239,142.1184493
562,36.63505109,127.3195327,142.4687616
563,36.63504902,127.3195414,142.8270849
564,36.63504695,127.3195502,143.1782102
565,36.63504489,127.319559,143.5373432
566,36.63504282,127.3195678,143.8892696
567,36.63504074,127.3195766,144.2491041
568,36.63503867,127.3195854,144.6018212
569,36.6350366,127.3195942,144.9550213
570,36.63503453,127.3196029,145.3237388
571,36.63503246,127.3196117,145.6776173
572,36.6350304,127.3196205,146.0318769
573,36.63502833,127.3196292,146.3941312
574,36.63502626,127.319638,146.749146
575,36.63502379,127.3196465,147.1386844
576,36.63502131,127.3196548,147.5286785
577,36.63501884,127.3196633,147.9116684
578,36.63501636,127.3196718,148.2951849
579,36.63501388,127.3196802,148.6791476
580,36.63501141,127.3196886,149.0789563
581,36.63500893,127.3196971,149.4639596
582,36.63500646,127.3197055,149.849548
583,36.63500399,127.3197139,150.2432709
584,36.63500151,127.3197224,150.6374308
585,36.63499904,127.3197308,151.024531
586,36.63499657,127.3197393,151.4121261
587,36.63499409,127.3197476,151.8077814
588,36.63499162,127.3197561,152.1963577
589,36.63498914,127.3197646,152.5929917
590,36.63498666,127.319773,152.982534
591,36.63498419,127.3197814,153.3801875
592,36.63498171,127.3197899,153.7706252
593,36.63497924,127.3197983,154.1616402
594,36.63497677,127.3198067,154.5683411
595,36.63497429,127.3198152,154.9601815
596,36.63497182,127.3198236,155.352531
597,36.63496934,127.3198321,155.7452895
598,36.63496687,127.3198404,156.1461869
599,36.63496439,127.3198489,156.5475335
600,36.63496191,127.3198574,156.9416437
601,36.63495944,127.3198657,157.3438795
602,36.63495697,127.3198742,157.7389121
603,36.63495449,127.3198827,158.1343431
604,36.63495202,127.3198911,158.5378864
605,36.63494839,127.3198976,157.9770132
606,36.63494476,127.3199042,157.4104624
607,36.63494114,127.3199108,156.8457834
608,36.6349375,127.3199174,156.2906255
609,36.63493505,127.3199258,156.6826979
610,36.6349326,127.3199343,157.0752626
611,36.63493014,127.3199427,157.4682727
612,36.63492768,127.3199511,157.8770944
613,36.63492522,127.3199596,158.2710767
614,36.63492277,127.319968,158.665578
615,36.63492032,127.3199764,159.0681959
616,36.63491786,127.3199849,159.4636074
617,36.6349154,127.3199933,159.867199
618,36.63491295,127.3200018,160.2635762
619,36.63491049,127.3200102,160.6680281
620,36.63490803,127.3200186,161.0653241
621,36.63490557,127.3200271,161.4630467
622,36.63490312,127.3200355,161.868893
623,36.63490067,127.3200439,162.2751866
624,36.63489821,127.3200524,162.6742559
625,36.63489575,127.3200608,163.0737888
626,36.6348933,127.3200692,163.4814052
627,36.63489084,127.3200777,163.8894384
628,36.63488839,127.3200861,164.2902741
629,36.63488592,127.3200946,164.6915228
630,36.63488347,127.320103,165.1008589
631,36.63488102,127.3201114,165.5029686
632,36.63487856,127.3201199,165.9131345
633,36.6348761,127.3201283,166.3237266
634,36.63487365,127.3201367,166.7270827
635,36.63487119,127.3201452,167.1308426
636,36.63486874,127.3201536,167.5426631
637,36.63486628,127.320162,167.9548846
638,36.63486382,127.3201705,168.3598615
639,36.63486199,127.3201769,168.9487486
640,36.6348598,127.3201832,169.545561
641,36.63485762,127.3201896,170.1426792
642,36.63485543,127.3201959,170.7400999
643,36.63485324,127.3202023,171.3301721
644,36.63485105,127.3202086,171.9281886
645,36.63484887,127.320215,172.5188505
646,36.63484668,127.3202214,173.1250984
647,36.63484449,127.3202278,173.7163378
648,36.63484231,127.3202341,174.3155093
649,36.63484012,127.3202405,174.9073146
650,36.63483793,127.3202468,175.507046
651,36.63483574,127.3202532,176.107053
652,36.63483356,127.3202595,176.7073328
653,36.63483137,127.3202659,177.3002358
654,36.63482919,127.3202722,177.901028
655,36.63482701,127.3202786,178.4944619
656,36.63482482,127.320285,179.1034507
657,36.63482263,127.3202914,179.6974062
658,36.63482045,127.3202977,180.2992648
659,36.63481826,127.3203041,180.8937318
660,36.63481607,127.3203104,181.5037419
661,36.63481388,127.3203168,182.0987103
662,36.6348117,127.3203231,182.7015707
663,36.63480951,127.3203295,183.2970308
664,36.63480732,127.3203358,183.9003776
665,36.63480514,127.3203422,184.5039225
666,36.63480295,127.3203486,185.1077446
667,36.63480076,127.320355,185.7041579
668,36.63479858,127.3203613,186.3084477
669,36.63479639,127.3203677,186.9053248
670,36.6347942,127.320374,187.5177159
671,36.63479201,127.3203804,188.1150476
672,36.63478983,127.3203867,188.7202457
673,36.63478764,127.3203931,189.3180237
674,36.63478545,127.3203994,189.9236632
675,36.63478327,127.3204058,190.52952
676,36.63478108,127.3204122,191.1355921
677,36.63477889,127.3204186,191.7342373
678,36.6347767,127.3204249,192.3407343
679,36.63477452,127.3204313,192.9398011
680,36.63477233,127.3204376,193.5543541
681,36.63477014,127.320444,194.1538343
682,36.63476796,127.3204503,194.761157
683,36.63476577,127.3204567,195.3610434
684,36.63476358,127.320463,195.9764052
685,36.63476139,127.3204694,196.5766898
686,36.63475922,127.3204758,197.1847382
687,36.63475703,127.3204822,197.785413
688,36.63475484,127.3204885,198.3939168
689,36.63475266,127.3204949,199.0026113
690,36.63475047,127.3205012,199.6114947
691,36.63474828,127.3205076,200.2129308
692,36.6347461,127.3205139,200.8221873
693,36.63474391,127.3205203,201.4239939
694,36.63474172,127.3205266,202.04125
695,36.63473953,127.320533,202.6434201
696,36.63473735,127.3205394,203.2534023
697,36.63473516,127.3205458,203.85593
698,36.63473297,127.3205521,204.4662656
699,36.63473079,127.3205585,205.0767753
700,36.6347286,127.3205648,205.6874576
701,36.63472641,127.3205712,206.290681
702,36.63472422,127.3205775,206.9017043
